id_policy,complete_name,id_car_brand,incident_id,car_color,sum_assured,car_model,current_payment,brand_name,velocity_max_amount,country_name,user_age
1ILqH2ktaG3220392015,,Volkswagen,A,negro,322039.00,2015,true,,,,
1IbG3Ayamb3288522017,,Volkswagen,A,blanco,328852.00,2017,true,,,,
1IbG3Ayamb3288522017,,Volkswagen,A,blanco,328852.00,2017,true,,,,
1JlCYmRhXy7516522015,,Volkswagen,A,gris,751652.00,2015,true,,,,
1JlCYmRhXy7516522015,,Volkswagen,A,gris,751652.00,2015,true,,,,
1QWi9gRimG6369342016,,Volkswagen,A,amarillo,636934.00,2016,true,,,,
1QWi9gRimG6369342016,,Volkswagen,A,amarillo,636934.00,2016,true,,,,
1SxtyyjRNw9830832021,,Volkswagen,A,rojo,983083.00,2021,true,,,,
1SxtyyjRNw9830832021,,Volkswagen,A,rojo,983083.00,2021,true,,,,
1UGD3lW3tD6842502021,,Volkswagen,A,negro,684250.00,2021,true,,,,
1UGD3lW3tD6842502021,,Volkswagen,A,negro,684250.00,2021,true,,,,
1W8qcdWyiH8128072016,,Volkswagen,A,naranja,812807.00,2016,true,,,,
1W8qcdWyiH8128072016,,Volkswagen,A,naranja,812807.00,2016,true,,,,
1XIAw9Ksec7008712019,,Volkswagen,A,rosa,700871.00,2019,false,,,,
1XIAw9Ksec7008712019,,Volkswagen,A,rosa,700871.00,2019,false,,,,
1Xrr7Zm8R07857022021,,Volkswagen,A,cafe,785702.00,2021,true,,,,
1Xrr7Zm8R07857022021,,Volkswagen,A,cafe,785702.00,2021,true,,,,
1YNlViGi3a9596812017,,Volkswagen,A,rojo,959681.00,2017,true,,,,
1YNlViGi3a9596812017,,Volkswagen,A,rojo,959681.00,2017,true,,,,
1ZeRmTCXr54866332016,,Volkswagen,A,gris,486633.00,2016,true,,,,
1ZeRmTCXr54866332016,,Volkswagen,A,gris,486633.00,2016,true,,,,
1Zl6G1PCJN2871632017,,Volkswagen,A,gris,287163.00,2017,true,,,,
1Zl6G1PCJN2871632017,,Volkswagen,A,gris,287163.00,2017,true,,,,
1bS03MO8Em5762402015,,Volkswagen,A,amarillo,576240.00,2015,true,,,,
1bS03MO8Em5762402015,,Volkswagen,A,amarillo,576240.00,2015,true,,,,
1dnsojUNfv6763142020,,Volkswagen,A,morado,676314.00,2020,true,,,,
1dnsojUNfv6763142020,,Volkswagen,A,morado,676314.00,2020,true,,,,
1gbQaC9dGw5956572017,,Volkswagen,A,verde,595657.00,2017,false,,,,
1gbQaC9dGw5956572017,,Volkswagen,A,verde,595657.00,2017,false,,,,
1lQnpFvibf4150182015,,Volkswagen,A,cafe,415018.00,2015,true,,,,
1lQnpFvibf4150182015,,Volkswagen,A,cafe,415018.00,2015,true,,,,
1muIDYXZur9503522020,,Volkswagen,A,morado,950352.00,2020,true,,,,
1muIDYXZur9503522020,,Volkswagen,A,morado,950352.00,2020,true,,,,
1p6eUMPZxB5527962022,,Volkswagen,A,blanco,552796.00,2022,false,,,,
1p6eUMPZxB5527962022,,Volkswagen,A,blanco,552796.00,2022,false,,,,
1sINcsgzd33147202016,,Volkswagen,A,rojo,314720.00,2016,true,,,,
1sINcsgzd33147202016,,Volkswagen,A,rojo,314720.00,2016,true,,,,
1xLGXoKddU4148192017,,Volkswagen,A,negro,414819.00,2017,false,,,,
1xLGXoKddU4148192017,,Volkswagen,A,negro,414819.00,2017,false,,,,
1zgyHoBzCJ3124712022,,Volkswagen,A,azul,312471.00,2022,true,,,,
1zgyHoBzCJ3124712022,,Volkswagen,A,azul,312471.00,2022,true,,,,
20nBgA6EYA3568702022,,Volkswagen,A,gris,356870.00,2022,false,,,,
20nBgA6EYA3568702022,,Volkswagen,A,gris,356870.00,2022,false,,,,
23SItaArnT8184002017,,Volkswagen,A,verde,818400.00,2017,true,,,,
23SItaArnT8184002017,,Volkswagen,A,verde,818400.00,2017,true,,,,
24vrDTwDSN7012192020,,Volkswagen,A,cafe,701219.00,2020,true,,,,
24vrDTwDSN7012192020,,Volkswagen,A,cafe,701219.00,2020,true,,,,
2BuJddFN7N7764452018,,Volkswagen,A,amarillo,776445.00,2018,false,,,,
2BuJddFN7N7764452018,,Volkswagen,A,amarillo,776445.00,2018,false,,,,
2IAxsZO6SX5581992015,,Volkswagen,A,gris,558199.00,2015,true,,,,
2IAxsZO6SX5581992015,,Volkswagen,A,gris,558199.00,2015,true,,,,
2MDnlOwmr36538242022,,Volkswagen,A,gris,653824.00,2022,false,,,,
2MDnlOwmr36538242022,,Volkswagen,A,gris,653824.00,2022,false,,,,
2NTOgJV9uX9490942019,,Volkswagen,A,negro,949094.00,2019,true,,,,
2NTOgJV9uX9490942019,,Volkswagen,A,negro,949094.00,2019,true,,,,
2ORxiMT6wW9737472018,,Volkswagen,A,morado,973747.00,2018,false,,,,
2ORxiMT6wW9737472018,,Volkswagen,A,morado,973747.00,2018,false,,,,
2RwmsAOxti7771212015,,Volkswagen,A,rojo,777121.00,2015,true,,,,
2RwmsAOxti7771212015,,Volkswagen,A,rojo,777121.00,2015,true,,,,
2SnsMhsbw34340532021,,Volkswagen,A,rojo,434053.00,2021,true,,,,
2SnsMhsbw34340532021,,Volkswagen,A,rojo,434053.00,2021,true,,,,
2h2Va0Dfee4795432020,,Volkswagen,A,rosa,479543.00,2020,true,,,,
2h2Va0Dfee4795432020,,Volkswagen,A,rosa,479543.00,2020,true,,,,
2uRU279Zbi9386192017,,Volkswagen,A,azul,938619.00,2017,true,,,,
2uRU279Zbi9386192017,,Volkswagen,A,azul,938619.00,2017,true,,,,
2up58IMzo28231502022,,Volkswagen,A,verde,823150.00,2022,true,,,,
2up58IMzo28231502022,,Volkswagen,A,verde,823150.00,2022,true,,,,
2zQQai9nqo7962152019,,Volkswagen,A,amarillo,796215.00,2019,true,,,,
2zQQai9nqo7962152019,,Volkswagen,A,amarillo,796215.00,2019,true,,,,
30mlt2itPZ3051212022,,Volkswagen,A,azul,305121.00,2022,true,,,,
30mlt2itPZ3051212022,,Volkswagen,A,azul,305121.00,2022,true,,,,
33gXZVQRKL9264662018,,Volkswagen,A,amarillo,926466.00,2018,true,,,,
33gXZVQRKL9264662018,,Volkswagen,A,amarillo,926466.00,2018,true,,,,
38ahkZp21r4704052015,,Volkswagen,A,rojo,470405.00,2015,true,,,,
38ahkZp21r4704052015,,Volkswagen,A,rojo,470405.00,2015,true,,,,
3A9CDq2rQn8317432015,,Volkswagen,A,gris,831743.00,2015,true,,,,
3A9CDq2rQn8317432015,,Volkswagen,A,gris,831743.00,2015,true,,,,
3BOt2pBgnf9102922021,,Volkswagen,A,cafe,910292.00,2021,true,,,,
3BOt2pBgnf9102922021,,Volkswagen,A,cafe,910292.00,2021,true,,,,
3C7gNGilKy3986582017,,Volkswagen,A,azul,398658.00,2017,true,,,,
3C7gNGilKy3986582017,,Volkswagen,A,azul,398658.00,2017,true,,,,
3ETRccutiT8505612019,,Volkswagen,A,blanco,850561.00,2019,true,,,,
3ETRccutiT8505612019,,Volkswagen,A,blanco,850561.00,2019,true,,,,
3IRHCZ53uF4599522020,,Volkswagen,A,naranja,459952.00,2020,true,,,,
3IRHCZ53uF4599522020,,Volkswagen,A,naranja,459952.00,2020,true,,,,
3KMDFQpq4y7184812018,,Volkswagen,A,verde,718481.00,2018,true,,,,
3KMDFQpq4y7184812018,,Volkswagen,A,verde,718481.00,2018,true,,,,
3KwwE4sgCz6313882016,,Volkswagen,A,rosa,631388.00,2016,true,,,,
3KwwE4sgCz6313882016,,Volkswagen,A,rosa,631388.00,2016,true,,,,
3RnLEACttd6594542017,,Volkswagen,A,naranja,659454.00,2017,true,,,,
3RnLEACttd6594542017,,Volkswagen,A,naranja,659454.00,2017,true,,,,
3Tk6x32NHb9407992022,,Volkswagen,A,rojo,940799.00,2022,true,,,,
3Tk6x32NHb9407992022,,Volkswagen,A,rojo,940799.00,2022,true,,,,
3Ujppm3XdN2802162022,,Volkswagen,A,rosa,280216.00,2022,true,,,,
3Ujppm3XdN2802162022,,Volkswagen,A,rosa,280216.00,2022,true,,,,
3aU4pt8Izl7258762016,,Volkswagen,A,verde,725876.00,2016,true,,,,
3aU4pt8Izl7258762016,,Volkswagen,A,verde,725876.00,2016,true,,,,
3ccusM3VLp5394072022,,Volkswagen,A,morado,539407.00,2022,false,,,,
3ccusM3VLp5394072022,,Volkswagen,A,morado,539407.00,2022,false,,,,
3gfEyJZRrU9610072020,,Volkswagen,A,rosa,961007.00,2020,true,,,,
3gfEyJZRrU9610072020,,Volkswagen,A,rosa,961007.00,2020,true,,,,
3nzQtVCRuH4219402019,,Volkswagen,A,negro,421940.00,2019,true,,,,
3nzQtVCRuH4219402019,,Volkswagen,A,negro,421940.00,2019,true,,,,
3oRSWCe6wv9316762018,,Volkswagen,A,azul,931676.00,2018,true,,,,
3oRSWCe6wv9316762018,,Volkswagen,A,azul,931676.00,2018,true,,,,
3qTciobuKI5757932018,,Volkswagen,A,azul,575793.00,2018,true,,,,
3qTciobuKI5757932018,,Volkswagen,A,azul,575793.00,2018,true,,,,
3skn2lauGk8792692020,,Volkswagen,A,rojo,879269.00,2020,true,,,,
3skn2lauGk8792692020,,Volkswagen,A,rojo,879269.00,2020,true,,,,
3wrFr7ResD8676712021,,Volkswagen,A,naranja,867671.00,2021,true,,,,
3wrFr7ResD8676712021,,Volkswagen,A,naranja,867671.00,2021,true,,,,
3yh3vAhcfQ7611752020,,Volkswagen,A,azul,761175.00,2020,true,,,,
3yh3vAhcfQ7611752020,,Volkswagen,A,azul,761175.00,2020,true,,,,
415fpJvZth3986992016,,Volkswagen,A,naranja,398699.00,2016,false,,,,
415fpJvZth3986992016,,Volkswagen,A,naranja,398699.00,2016,false,,,,
42ydLwx4i59939582022,,Volkswagen,A,rojo,993958.00,2022,true,,,,
42ydLwx4i59939582022,,Volkswagen,A,rojo,993958.00,2022,true,,,,
431dK0LJEv5231822016,,Volkswagen,A,verde,523182.00,2016,true,,,,
431dK0LJEv5231822016,,Volkswagen,A,verde,523182.00,2016,true,,,,
46mjlpy9Mm6659012016,,Volkswagen,A,rosa,665901.00,2016,true,,,,
46mjlpy9Mm6659012016,,Volkswagen,A,rosa,665901.00,2016,true,,,,
47YaImsXSK5777152015,,Volkswagen,A,blanco,577715.00,2015,true,,,,
47YaImsXSK5777152015,,Volkswagen,A,blanco,577715.00,2015,true,,,,
48jCzxsRfT7682042015,,Volkswagen,A,cafe,768204.00,2015,true,,,,
48jCzxsRfT7682042015,,Volkswagen,A,cafe,768204.00,2015,true,,,,
49FYlytm3d9200972022,,Volkswagen,A,naranja,920097.00,2022,true,,,,
49FYlytm3d9200972022,,Volkswagen,A,naranja,920097.00,2022,true,,,,
4BokBfizR66981602018,,Volkswagen,A,rojo,698160.00,2018,true,,,,
4BokBfizR66981602018,,Volkswagen,A,rojo,698160.00,2018,true,,,,
4CweuuMMzi8217532020,,Volkswagen,A,azul,821753.00,2020,true,,,,
4CweuuMMzi8217532020,,Volkswagen,A,azul,821753.00,2020,true,,,,
4DcLzWHbVH7385312018,,Volkswagen,A,amarillo,738531.00,2018,true,,,,
4DcLzWHbVH7385312018,,Volkswagen,A,amarillo,738531.00,2018,true,,,,
4DdaOUTsCq5524332022,,Volkswagen,A,amarillo,552433.00,2022,true,,,,
4DdaOUTsCq5524332022,,Volkswagen,A,amarillo,552433.00,2022,true,,,,
4MfJwxz6JM3082672021,,Volkswagen,A,blanco,308267.00,2021,true,,,,
4MfJwxz6JM3082672021,,Volkswagen,A,blanco,308267.00,2021,true,,,,
4VSDHncHqb2746462018,,Volkswagen,A,gris,274646.00,2018,false,,,,
4VSDHncHqb2746462018,,Volkswagen,A,gris,274646.00,2018,false,,,,
4ZToQlVt3s9532632018,,Volkswagen,A,morado,953263.00,2018,true,,,,
4ZToQlVt3s9532632018,,Volkswagen,A,morado,953263.00,2018,true,,,,
4k3nw3XQVE9423752021,,Volkswagen,A,amarillo,942375.00,2021,true,,,,
4k3nw3XQVE9423752021,,Volkswagen,A,amarillo,942375.00,2021,true,,,,
4t3eAMM9co6684642018,,Volkswagen,A,amarillo,668464.00,2018,false,,,,
4t3eAMM9co6684642018,,Volkswagen,A,amarillo,668464.00,2018,false,,,,
4uWt8UP9Sn7618482016,,Volkswagen,A,blanco,761848.00,2016,true,,,,
4uWt8UP9Sn7618482016,,Volkswagen,A,blanco,761848.00,2016,true,,,,
506rHMyCdB8921182021,,Volkswagen,A,rosa,892118.00,2021,true,,,,
506rHMyCdB8921182021,,Volkswagen,A,rosa,892118.00,2021,true,,,,
50n3Y2Nz2m3006892019,,Volkswagen,A,rosa,300689.00,2019,true,,,,
50n3Y2Nz2m3006892019,,Volkswagen,A,rosa,300689.00,2019,true,,,,
52R3Nivtd27737102019,,Volkswagen,A,morado,773710.00,2019,true,,,,
52R3Nivtd27737102019,,Volkswagen,A,morado,773710.00,2019,true,,,,
559mG9PAoy9340202018,,Volkswagen,A,negro,934020.00,2018,true,,,,
559mG9PAoy9340202018,,Volkswagen,A,negro,934020.00,2018,true,,,,
56TOfxnRzS3582792016,,Volkswagen,A,negro,358279.00,2016,true,,,,
56TOfxnRzS3582792016,,Volkswagen,A,negro,358279.00,2016,true,,,,
5MiHeHjHFW4802332021,,Volkswagen,A,blanco,480233.00,2021,true,,,,
5MiHeHjHFW4802332021,,Volkswagen,A,blanco,480233.00,2021,true,,,,
5MsZIaCYY69422002015,,Volkswagen,A,rojo,942200.00,2015,true,,,,
5MsZIaCYY69422002015,,Volkswagen,A,rojo,942200.00,2015,true,,,,
5N8qbOgIjc8100182016,,Volkswagen,A,rosa,810018.00,2016,true,,,,
5N8qbOgIjc8100182016,,Volkswagen,A,rosa,810018.00,2016,true,,,,
5Pm9uuEL0q3740222022,,Volkswagen,A,rojo,374022.00,2022,true,,,,
5Pm9uuEL0q3740222022,,Volkswagen,A,rojo,374022.00,2022,true,,,,
5Sspt4ImvP2699292016,,Volkswagen,A,azul,269929.00,2016,true,,,,
5Sspt4ImvP2699292016,,Volkswagen,A,azul,269929.00,2016,true,,,,
5TvE3pk05p2737162021,,Volkswagen,A,azul,273716.00,2021,false,,,,
5TvE3pk05p2737162021,,Volkswagen,A,azul,273716.00,2021,false,,,,
5V8wv51BxD7994912019,,Volkswagen,A,cafe,799491.00,2019,true,,,,
5V8wv51BxD7994912019,,Volkswagen,A,cafe,799491.00,2019,true,,,,
5XAPpyIoYF4859692018,,Volkswagen,A,naranja,485969.00,2018,true,,,,
5XAPpyIoYF4859692018,,Volkswagen,A,naranja,485969.00,2018,true,,,,
5a6pdCHlWS9550572016,,Volkswagen,A,blanco,955057.00,2016,true,,,,
5a6pdCHlWS9550572016,,Volkswagen,A,blanco,955057.00,2016,true,,,,
5iBNMJCBFY5993142021,,Volkswagen,A,verde,599314.00,2021,true,,,,
5iBNMJCBFY5993142021,,Volkswagen,A,verde,599314.00,2021,true,,,,
5xGGw7Bfwj4545002020,,Volkswagen,A,negro,454500.00,2020,true,,,,
5xGGw7Bfwj4545002020,,Volkswagen,A,negro,454500.00,2020,true,,,,
5yomPJ2FIQ2515512019,,Volkswagen,A,blanco,251551.00,2019,true,,,,
5yomPJ2FIQ2515512019,,Volkswagen,A,blanco,251551.00,2019,true,,,,
60J1diu2x84103382021,,Volkswagen,A,blanco,410338.00,2021,true,,,,
60J1diu2x84103382021,,Volkswagen,A,blanco,410338.00,2021,true,,,,
62vKffYC5B6875512017,,Volkswagen,A,rosa,687551.00,2017,true,,,,
62vKffYC5B6875512017,,Volkswagen,A,rosa,687551.00,2017,true,,,,
63CkP9UzVP6284252017,,Volkswagen,A,rojo,628425.00,2017,true,,,,
63CkP9UzVP6284252017,,Volkswagen,A,rojo,628425.00,2017,true,,,,
6Aj2H0Z0v03112472018,,Volkswagen,A,blanco,311247.00,2018,true,,,,
6Aj2H0Z0v03112472018,,Volkswagen,A,blanco,311247.00,2018,true,,,,
6BNymc6C7P9257142018,,Volkswagen,A,rosa,925714.00,2018,true,,,,
6BNymc6C7P9257142018,,Volkswagen,A,rosa,925714.00,2018,true,,,,
6CA2WUOD195943822021,,Volkswagen,A,negro,594382.00,2021,true,,,,
6CA2WUOD195943822021,,Volkswagen,A,negro,594382.00,2021,true,,,,
6MM8O2S3vG5943462020,,Volkswagen,A,cafe,594346.00,2020,true,,,,
6MM8O2S3vG5943462020,,Volkswagen,A,cafe,594346.00,2020,true,,,,
6R7CioTXYm2759452021,,Volkswagen,A,rosa,275945.00,2021,false,,,,
6R7CioTXYm2759452021,,Volkswagen,A,rosa,275945.00,2021,false,,,,
6V81K1OcvY8245602015,,Volkswagen,A,verde,824560.00,2015,false,,,,
6V81K1OcvY8245602015,,Volkswagen,A,verde,824560.00,2015,false,,,,
6Winqb2Zb43811342020,,Volkswagen,A,verde,381134.00,2020,true,,,,
6Winqb2Zb43811342020,,Volkswagen,A,verde,381134.00,2020,true,,,,
6ciRjga1V56514712016,,Volkswagen,A,verde,651471.00,2016,true,,,,
6ciRjga1V56514712016,,Volkswagen,A,verde,651471.00,2016,true,,,,
6eC4EirBKd5609182022,,Volkswagen,A,blanco,560918.00,2022,true,,,,
6eC4EirBKd5609182022,,Volkswagen,A,blanco,560918.00,2022,true,,,,
6fWa5CRgy02930562017,,Volkswagen,A,amarillo,293056.00,2017,true,,,,
6fWa5CRgy02930562017,,Volkswagen,A,amarillo,293056.00,2017,true,,,,
6kCAnyxIFF9534062020,,Volkswagen,A,naranja,953406.00,2020,true,,,,
6kCAnyxIFF9534062020,,Volkswagen,A,naranja,953406.00,2020,true,,,,
6nGzvoNrS92853332016,,Volkswagen,A,verde,285333.00,2016,true,,,,
6nGzvoNrS92853332016,,Volkswagen,A,verde,285333.00,2016,true,,,,
6pGePxeqcT3857572015,,Volkswagen,A,naranja,385757.00,2015,false,,,,
6pGePxeqcT3857572015,,Volkswagen,A,naranja,385757.00,2015,false,,,,
6sLKerP1nw3860932018,,Volkswagen,A,rosa,386093.00,2018,true,,,,
6sLKerP1nw3860932018,,Volkswagen,A,rosa,386093.00,2018,true,,,,
6wwAaPoX7C5257502017,,Volkswagen,A,amarillo,525750.00,2017,true,,,,
6wwAaPoX7C5257502017,,Volkswagen,A,amarillo,525750.00,2017,true,,,,
6ybE8GEiPU8278362015,,Volkswagen,A,negro,827836.00,2015,false,,,,
6ybE8GEiPU8278362015,,Volkswagen,A,negro,827836.00,2015,false,,,,
73pmGuXOxb3778222016,,Volkswagen,A,rojo,377822.00,2016,true,,,,
73pmGuXOxb3778222016,,Volkswagen,A,rojo,377822.00,2016,true,,,,
755QBgBWYc7610052018,,Volkswagen,A,cafe,761005.00,2018,true,,,,
755QBgBWYc7610052018,,Volkswagen,A,cafe,761005.00,2018,true,,,,
75n0oNK1093569882021,,Volkswagen,A,gris,356988.00,2021,true,,,,
75n0oNK1093569882021,,Volkswagen,A,gris,356988.00,2021,true,,,,
7MJziOCTma3620512015,,Volkswagen,A,blanco,362051.00,2015,true,,,,
7MJziOCTma3620512015,,Volkswagen,A,blanco,362051.00,2015,true,,,,
7foypmc7KZ3717252020,,Volkswagen,A,cafe,371725.00,2020,true,,,,
7foypmc7KZ3717252020,,Volkswagen,A,cafe,371725.00,2020,true,,,,
7hBcPszl4C5673902016,,Volkswagen,A,rojo,567390.00,2016,true,,,,
7hBcPszl4C5673902016,,Volkswagen,A,rojo,567390.00,2016,true,,,,
7leeB5D71J7016452017,,Volkswagen,A,azul,701645.00,2017,true,,,,
7leeB5D71J7016452017,,Volkswagen,A,azul,701645.00,2017,true,,,,
7r6KgeFLSG7989562015,,Volkswagen,A,morado,798956.00,2015,true,,,,
7r6KgeFLSG7989562015,,Volkswagen,A,morado,798956.00,2015,true,,,,
7rVtIcjHNp9201842020,,Volkswagen,A,rosa,920184.00,2020,true,,,,
7rVtIcjHNp9201842020,,Volkswagen,A,rosa,920184.00,2020,true,,,,
7sYtgBHnF29750912017,,Volkswagen,A,gris,975091.00,2017,true,,,,
7sYtgBHnF29750912017,,Volkswagen,A,gris,975091.00,2017,true,,,,
7tXogifJ5P9367082015,,Volkswagen,A,cafe,936708.00,2015,true,,,,
7tXogifJ5P9367082015,,Volkswagen,A,cafe,936708.00,2015,true,,,,
00povvAoXq2703292017,,Tramontana,A,rojo,270329.00,2017,true,,,,
00povvAoXq2703292017,,Tramontana,A,rojo,270329.00,2017,true,,,,
04bAMz2gLf3231182018,,Tramontana,A,amarillo,323118.00,2018,true,,,,
04bAMz2gLf3231182018,,Tramontana,A,amarillo,323118.00,2018,true,,,,
05x15GfBb93724732017,,Tramontana,A,gris,372473.00,2017,true,,,,
05x15GfBb93724732017,,Tramontana,A,gris,372473.00,2017,true,,,,
07bakiVOAa9311442015,,Tramontana,A,rojo,931144.00,2015,true,,,,
07bakiVOAa9311442015,,Tramontana,A,rojo,931144.00,2015,true,,,,
0AluA5RNsa5082162016,,Tramontana,A,amarillo,508216.00,2016,true,,,,
0AluA5RNsa5082162016,,Tramontana,A,amarillo,508216.00,2016,true,,,,
0CA3RxBx2x3230202015,,Tramontana,A,rojo,323020.00,2015,true,,,,
0CA3RxBx2x3230202015,,Tramontana,A,rojo,323020.00,2015,true,,,,
0F7FA14euO3323162022,,Tramontana,A,rojo,332316.00,2022,false,,,,
0F7FA14euO3323162022,,Tramontana,A,rojo,332316.00,2022,false,,,,
0F7rEdewJ68540632022,,Tramontana,A,morado,854063.00,2022,true,,,,
0F7rEdewJ68540632022,,Tramontana,A,morado,854063.00,2022,true,,,,
0IGxkEgMeF4433082021,,Tramontana,A,amarillo,443308.00,2021,true,,,,
0IGxkEgMeF4433082021,,Tramontana,A,amarillo,443308.00,2021,true,,,,
0JEsKJGjxp9979882015,,Tramontana,A,blanco,997988.00,2015,true,,,,
0JEsKJGjxp9979882015,,Tramontana,A,blanco,997988.00,2015,true,,,,
0Olsg20GTF8033292019,,Tramontana,A,blanco,803329.00,2019,true,,,,
0Olsg20GTF8033292019,,Tramontana,A,blanco,803329.00,2019,true,,,,
0Y4RkMlDDk9977522017,,Tramontana,A,morado,997752.00,2017,true,,,,
0Y4RkMlDDk9977522017,,Tramontana,A,morado,997752.00,2017,true,,,,
0bR6KzLdz56116222017,,Tramontana,A,cafe,611622.00,2017,true,,,,
0bR6KzLdz56116222017,,Tramontana,A,cafe,611622.00,2017,true,,,,
0cx2cgwIoR4494332016,,Tramontana,A,blanco,449433.00,2016,true,,,,
0cx2cgwIoR4494332016,,Tramontana,A,blanco,449433.00,2016,true,,,,
0ifSeVGUr79202942019,,Tramontana,A,naranja,920294.00,2019,true,,,,
0ifSeVGUr79202942019,,Tramontana,A,naranja,920294.00,2019,true,,,,
0jQye6EJtO9135682015,,Tramontana,A,naranja,913568.00,2015,true,,,,
0jQye6EJtO9135682015,,Tramontana,A,naranja,913568.00,2015,true,,,,
0nCjciaA682845092020,,Tramontana,A,gris,284509.00,2020,true,,,,
0nCjciaA682845092020,,Tramontana,A,gris,284509.00,2020,true,,,,
0pj1IVRbwr3752992019,,Tramontana,A,morado,375299.00,2019,true,,,,
